Id,Product Name,Description,Product Type,Categories,Price,Short Description,Product Status,Permalink,SKU,Sale Price,Visibility,On Sale,Stock Status,Regular Price,Weight,Length,Width,Height,Unit,Manage Stock,Stock,Purchaseable,Product Images,Product Image Set,Related Ids,Attributes,Custom Fields,attribute_pa_color,attribute_pa_size,Product Parent id,Variation Description,Comment Status
3001,Safavieh Cambridge Collection CAM312W,"<div class=""g_mb10"">
<h1 class=""prodname"" title="""">Handmade Coral and Ivory Moroccan Wool Area Rug</h1>
</div>
<div class=""g_mb10"">The Safavieh Cambridge Collection is the perfect blend of class and elegance. These rugs bring traditional sophistication to your home. These rugs feature 100% Premium Wool, hand tufted into elegant designs, perfect for your traditional décor. The varying pile heights will add a spark of interest to these rugs. Each rug has a dense, soft pile, and excellent quality, to ensure that you will enjoy the look and feel of your rug for years to come.</div>
<ul class=""g_mb20"">
<li>The handmade, hand-tufted construction adds durability to this rug, ensuring it will be a favorite for many years</li>
<li>Each rug is handmade with pure, premium wool and has a cotton backing for added durability</li>
<li>This elegant rug will give your home a sophisticated style</li>
</ul>",variable,"[{""name"":""Safavieh Collection"",""slug"":""safavieh collection""}]",,"<div class=""g_mb10"">
<h1 class=""prodname"" title="""">Handmade Coral and Ivory Moroccan Wool Area Rug</h1>
</div>
<div class=""g_mb10"">The Safavieh Cambridge Collection is the perfect blend of class and elegance. These rugs bring traditional sophistication to your home. These rugs feature 100% Premium Wool, hand tufted into elegant designs, perfect for your traditional décor. The varying pile heights will add a spark of interest to these rugs. Each rug has a dense, soft pile, and excellent quality, to ensure that you will enjoy the look and feel of your rug for years to come.</div>
<ul class=""g_mb20"">
<li>The handmade, hand-tufted construction adds durability to this rug, ensuring it will be a favorite for many years</li>
<li>Each rug is handmade with pure, premium wool and has a cotton backing for added durability</li>
<li>This elegant rug will give your home a sophisticated style</li>
</ul>",publish,http://7einfotech.com/jpsrugs/product/safavieh-cambridge-collection-cam312w,,,visible,no,instock,,,,,,in,yes,10,yes,"https://cdn.shopify.com/s/files/1/1029/5135/products/2376806_src_1.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/2376806_src_2.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/3650667_src_1.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/3650667_src_2.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/3650667_src_3.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/5497009_src_2.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/7488211_src_1.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/7488211_src_2.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/7488211_src_3.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/7488211_src_4.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/7563110_src_1.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/7563110_src_2.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/7563110_src_3.jpg,https://cdn.shopify.com/s/files/1/1029/5135/products/8648876_src_1.jpg",no,,"[{""name"":""pa_size""||""value"":""153x244,91x153,61x91,Round-183cm,80x244,244x305,183cm Square,122x183""||""position"":""0""||""is_visible"":""1""||""is_variation"":""1""||""is_taxonomy"":""1""}]","a:43:{s:18:""attribute_pa_color"";a:1:{i:0;s:0:"""";}s:26:""default_attribute_pa_color"";a:1:{i:0;s:0:"""";}s:17:""attribute_pa_size"";a:1:{i:0;s:0:"""";}s:22:""_variation_description"";a:1:{i:0;s:0:"""";}s:4:""_sku"";a:1:{i:0;s:16:""moon12017004gre1"";}s:11:""_sale_price"";a:1:{i:0;s:0:"""";}s:11:""_visibility"";a:1:{i:0;s:7:""visible"";}s:13:""_stock_status"";a:1:{i:0;s:7:""instock"";}s:14:""_regular_price"";a:1:{i:0;s:0:"""";}s:8:""_virtual"";a:1:{i:0;s:2:""no"";}s:14:""_purchase_note"";a:1:{i:0;s:0:"""";}s:7:""_weight"";a:1:{i:0;s:0:"""";}s:7:""_length"";a:1:{i:0;s:0:"""";}s:6:""_width"";a:1:{i:0;s:0:"""";}s:7:""_height"";a:1:{i:0;s:0:"""";}s:18:""_sold_individually"";a:1:{i:0;s:2:""no"";}s:13:""_manage_stock"";a:1:{i:0;s:3:""yes"";}s:6:""_stock"";a:1:{i:0;s:2:""10"";}s:11:""_backorders"";a:1:{i:0;s:2:""no"";}s:9:""_featured"";a:1:{i:0;s:2:""no"";}s:11:""_tax_status"";a:1:{i:0;s:7:""taxable"";}s:10:""_tax_class"";a:1:{i:0;s:0:"""";}s:13:""_thumbnail_id"";a:1:{i:0;s:4:""2740"";}s:22:""_product_image_gallery"";a:1:{i:0;s:19:""2741,2742,2743,2744"";}s:16:""_wc_rating_count"";a:1:{i:0;s:6:""a:0:{}"";}s:18:""_wc_average_rating"";a:1:{i:0;s:1:""0"";}s:10:""_edit_lock"";a:1:{i:0;s:12:""1490125958:1"";}s:19:""_product_attributes"";a:1:{i:0;s:162:""a:1:{s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}"";}s:13:""_downloadable"";a:1:{i:0;s:2:""no"";}s:20:""_min_variation_price"";a:1:{i:0;s:3:""220"";}s:20:""_max_variation_price"";a:1:{i:0;s:3:""550"";}s:23:""_min_price_variation_id"";a:1:{i:0;s:4:""2745"";}s:23:""_max_price_variation_id"";a:1:{i:0;s:4:""2751"";}s:28:""_min_variation_regular_price"";a:1:{i:0;s:3:""220"";}s:28:""_max_variation_regular_price"";a:1:{i:0;s:3:""550"";}s:31:""_min_regular_price_variation_id"";a:1:{i:0;s:4:""2745"";}s:31:""_max_regular_price_variation_id"";a:1:{i:0;s:4:""2751"";}s:25:""_min_variation_sale_price"";a:1:{i:0;N;}s:25:""_max_variation_sale_price"";a:1:{i:0;N;}s:28:""_min_sale_price_variation_id"";a:1:{i:0;N;}s:28:""_max_sale_price_variation_id"";a:1:{i:0;N;}s:6:""_price"";a:2:{i:0;s:3:""220"";i:1;s:3:""550"";}s:19:""_default_attributes"";a:1:{i:0;s:6:""a:0:{}"";}}",,,0,,open
3007,Safavieh Cambridge Collection CAM312W,"<div class=""g_mb10"">
<h1 class=""prodname"" title="""">Handmade Coral and Ivory Moroccan Wool Area Rug</h1>
</div>
<div class=""g_mb10"">The Safavieh Cambridge Collection is the perfect blend of class and elegance. These rugs bring traditional sophistication to your home. These rugs feature 100% Premium Wool, hand tufted into elegant designs, perfect for your traditional décor. The varying pile heights will add a spark of interest to these rugs. Each rug has a dense, soft pile, and excellent quality, to ensure that you will enjoy the look and feel of your rug for years to come.</div>
<ul class=""g_mb20"">
<li>The handmade, hand-tufted construction adds durability to this rug, ensuring it will be a favorite for many years</li>
<li>Each rug is handmade with pure, premium wool and has a cotton backing for added durability</li>
<li>This elegant rug will give your home a sophisticated style</li>
</ul>",variation,"[{""name"":""Safavieh Collection"",""slug"":""safavieh collection""}]",730.99,"<div class=""g_mb10"">
<h1 class=""prodname"" title="""">Handmade Coral and Ivory Moroccan Wool Area Rug</h1>
</div>
<div class=""g_mb10"">The Safavieh Cambridge Collection is the perfect blend of class and elegance. These rugs bring traditional sophistication to your home. These rugs feature 100% Premium Wool, hand tufted into elegant designs, perfect for your traditional décor. The varying pile heights will add a spark of interest to these rugs. Each rug has a dense, soft pile, and excellent quality, to ensure that you will enjoy the look and feel of your rug for years to come.</div>
<ul class=""g_mb20"">
<li>The handmade, hand-tufted construction adds durability to this rug, ensuring it will be a favorite for many years</li>
<li>Each rug is handmade with pure, premium wool and has a cotton backing for added durability</li>
<li>This elegant rug will give your home a sophisticated style</li>
</ul>",publish,http://7einfotech.com/jpsrugs/product/safavieh-cambridge-collection-cam312w,CAM312W-5x8,730.99,visible,no,instock,730.99,,,,,in,yes,10,yes,https://cdn.shopify.com/s/files/1/1029/5135/products/2376806_src_1.jpg,no,,[],"a:43:{s:18:""attribute_pa_color"";a:1:{i:0;s:0:"""";}s:26:""default_attribute_pa_color"";a:1:{i:0;s:0:"""";}s:17:""attribute_pa_size"";a:1:{i:0;s:0:"""";}s:22:""_variation_description"";a:1:{i:0;s:0:"""";}s:4:""_sku"";a:1:{i:0;s:16:""moon12017004gre1"";}s:11:""_sale_price"";a:1:{i:0;s:0:"""";}s:11:""_visibility"";a:1:{i:0;s:7:""visible"";}s:13:""_stock_status"";a:1:{i:0;s:7:""instock"";}s:14:""_regular_price"";a:1:{i:0;s:0:"""";}s:8:""_virtual"";a:1:{i:0;s:2:""no"";}s:14:""_purchase_note"";a:1:{i:0;s:0:"""";}s:7:""_weight"";a:1:{i:0;s:0:"""";}s:7:""_length"";a:1:{i:0;s:0:"""";}s:6:""_width"";a:1:{i:0;s:0:"""";}s:7:""_height"";a:1:{i:0;s:0:"""";}s:18:""_sold_individually"";a:1:{i:0;s:2:""no"";}s:13:""_manage_stock"";a:1:{i:0;s:3:""yes"";}s:6:""_stock"";a:1:{i:0;s:2:""10"";}s:11:""_backorders"";a:1:{i:0;s:2:""no"";}s:9:""_featured"";a:1:{i:0;s:2:""no"";}s:11:""_tax_status"";a:1:{i:0;s:7:""taxable"";}s:10:""_tax_class"";a:1:{i:0;s:0:"""";}s:13:""_thumbnail_id"";a:1:{i:0;s:4:""2740"";}s:22:""_product_image_gallery"";a:1:{i:0;s:19:""2741,2742,2743,2744"";}s:16:""_wc_rating_count"";a:1:{i:0;s:6:""a:0:{}"";}s:18:""_wc_average_rating"";a:1:{i:0;s:1:""0"";}s:10:""_edit_lock"";a:1:{i:0;s:12:""1490125958:1"";}s:19:""_product_attributes"";a:1:{i:0;s:162:""a:1:{s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}"";}s:13:""_downloadable"";a:1:{i:0;s:2:""no"";}s:20:""_min_variation_price"";a:1:{i:0;s:3:""220"";}s:20:""_max_variation_price"";a:1:{i:0;s:3:""550"";}s:23:""_min_price_variation_id"";a:1:{i:0;s:4:""2745"";}s:23:""_max_price_variation_id"";a:1:{i:0;s:4:""2751"";}s:28:""_min_variation_regular_price"";a:1:{i:0;s:3:""220"";}s:28:""_max_variation_regular_price"";a:1:{i:0;s:3:""550"";}s:31:""_min_regular_price_variation_id"";a:1:{i:0;s:4:""2745"";}s:31:""_max_regular_price_variation_id"";a:1:{i:0;s:4:""2751"";}s:25:""_min_variation_sale_price"";a:1:{i:0;N;}s:25:""_max_variation_sale_price"";a:1:{i:0;N;}s:28:""_min_sale_price_variation_id"";a:1:{i:0;N;}s:28:""_max_sale_price_variation_id"";a:1:{i:0;N;}s:6:""_price"";a:2:{i:0;s:3:""220"";i:1;s:3:""550"";}s:19:""_default_attributes"";a:1:{i:0;s:6:""a:0:{}"";}}",,153x244,3001,,open
3009,Safavieh Cambridge Collection CAM312W,"<div class=""g_mb10"">
<h1 class=""prodname"" title="""">Handmade Coral and Ivory Moroccan Wool Area Rug</h1>
</div>
<div class=""g_mb10"">The Safavieh Cambridge Collection is the perfect blend of class and elegance. These rugs bring traditional sophistication to your home. These rugs feature 100% Premium Wool, hand tufted into elegant designs, perfect for your traditional décor. The varying pile heights will add a spark of interest to these rugs. Each rug has a dense, soft pile, and excellent quality, to ensure that you will enjoy the look and feel of your rug for years to come.</div>
<ul class=""g_mb20"">
<li>The handmade, hand-tufted construction adds durability to this rug, ensuring it will be a favorite for many years</li>
<li>Each rug is handmade with pure, premium wool and has a cotton backing for added durability</li>
<li>This elegant rug will give your home a sophisticated style</li>
</ul>",variation,"[{""name"":""Safavieh Collection"",""slug"":""safavieh collection""}]",424.99,"<div class=""g_mb10"">
<h1 class=""prodname"" title="""">Handmade Coral and Ivory Moroccan Wool Area Rug</h1>
</div>
<div class=""g_mb10"">The Safavieh Cambridge Collection is the perfect blend of class and elegance. These rugs bring traditional sophistication to your home. These rugs feature 100% Premium Wool, hand tufted into elegant designs, perfect for your traditional décor. The varying pile heights will add a spark of interest to these rugs. Each rug has a dense, soft pile, and excellent quality, to ensure that you will enjoy the look and feel of your rug for years to come.</div>
<ul class=""g_mb20"">
<li>The handmade, hand-tufted construction adds durability to this rug, ensuring it will be a favorite for many years</li>
<li>Each rug is handmade with pure, premium wool and has a cotton backing for added durability</li>
<li>This elegant rug will give your home a sophisticated style</li>
</ul>",publish,http://7einfotech.com/jpsrugs/product/safavieh-cambridge-collection-cam312w,CAM312W-3x5,424.99,visible,no,instock,424.99,,,,,in,yes,10,yes,https://cdn.shopify.com/s/files/1/1029/5135/products/2376806_src_2.jpg,no,,[],"a:43:{s:18:""attribute_pa_color"";a:1:{i:0;s:0:"""";}s:26:""default_attribute_pa_color"";a:1:{i:0;s:0:"""";}s:17:""attribute_pa_size"";a:1:{i:0;s:0:"""";}s:22:""_variation_description"";a:1:{i:0;s:0:"""";}s:4:""_sku"";a:1:{i:0;s:16:""moon12017004gre1"";}s:11:""_sale_price"";a:1:{i:0;s:0:"""";}s:11:""_visibility"";a:1:{i:0;s:7:""visible"";}s:13:""_stock_status"";a:1:{i:0;s:7:""instock"";}s:14:""_regular_price"";a:1:{i:0;s:0:"""";}s:8:""_virtual"";a:1:{i:0;s:2:""no"";}s:14:""_purchase_note"";a:1:{i:0;s:0:"""";}s:7:""_weight"";a:1:{i:0;s:0:"""";}s:7:""_length"";a:1:{i:0;s:0:"""";}s:6:""_width"";a:1:{i:0;s:0:"""";}s:7:""_height"";a:1:{i:0;s:0:"""";}s:18:""_sold_individually"";a:1:{i:0;s:2:""no"";}s:13:""_manage_stock"";a:1:{i:0;s:3:""yes"";}s:6:""_stock"";a:1:{i:0;s:2:""10"";}s:11:""_backorders"";a:1:{i:0;s:2:""no"";}s:9:""_featured"";a:1:{i:0;s:2:""no"";}s:11:""_tax_status"";a:1:{i:0;s:7:""taxable"";}s:10:""_tax_class"";a:1:{i:0;s:0:"""";}s:13:""_thumbnail_id"";a:1:{i:0;s:4:""2740"";}s:22:""_product_image_gallery"";a:1:{i:0;s:19:""2741,2742,2743,2744"";}s:16:""_wc_rating_count"";a:1:{i:0;s:6:""a:0:{}"";}s:18:""_wc_average_rating"";a:1:{i:0;s:1:""0"";}s:10:""_edit_lock"";a:1:{i:0;s:12:""1490125958:1"";}s:19:""_product_attributes"";a:1:{i:0;s:162:""a:1:{s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}"";}s:13:""_downloadable"";a:1:{i:0;s:2:""no"";}s:20:""_min_variation_price"";a:1:{i:0;s:3:""220"";}s:20:""_max_variation_price"";a:1:{i:0;s:3:""550"";}s:23:""_min_price_variation_id"";a:1:{i:0;s:4:""2745"";}s:23:""_max_price_variation_id"";a:1:{i:0;s:4:""2751"";}s:28:""_min_variation_regular_price"";a:1:{i:0;s:3:""220"";}s:28:""_max_variation_regular_price"";a:1:{i:0;s:3:""550"";}s:31:""_min_regular_price_variation_id"";a:1:{i:0;s:4:""2745"";}s:31:""_max_regular_price_variation_id"";a:1:{i:0;s:4:""2751"";}s:25:""_min_variation_sale_price"";a:1:{i:0;N;}s:25:""_max_variation_sale_price"";a:1:{i:0;N;}s:28:""_min_sale_price_variation_id"";a:1:{i:0;N;}s:28:""_max_sale_price_variation_id"";a:1:{i:0;N;}s:6:""_price"";a:2:{i:0;s:3:""220"";i:1;s:3:""550"";}s:19:""_default_attributes"";a:1:{i:0;s:6:""a:0:{}"";}}",,91x153,3001,,open
3011,Safavieh Cambridge Collection CAM312W,"<div class=""g_mb10"">
<h1 class=""prodname"" title="""">Handmade Coral and Ivory Moroccan Wool Area Rug</h1>
</div>
<div class=""g_mb10"">The Safavieh Cambridge Collection is the perfect blend of class and elegance. These rugs bring traditional sophistication to your home. These rugs feature 100% Premium Wool, hand tufted into elegant designs, perfect for your traditional décor. The varying pile heights will add a spark of interest to these rugs. Each rug has a dense, soft pile, and excellent quality, to ensure that you will enjoy the look and feel of your rug for years to come.</div>
<ul class=""g_mb20"">
<li>The handmade, hand-tufted construction adds durability to this rug, ensuring it will be a favorite for many years</li>
<li>Each rug is handmade with pure, premium wool and has a cotton backing for added durability</li>
<li>This elegant rug will give your home a sophisticated style</li>
</ul>",variation,"[{""name"":""Safavieh Collection"",""slug"":""safavieh collection""}]",298.99,"<div class=""g_mb10"">
<h1 class=""prodname"" title="""">Handmade Coral and Ivory Moroccan Wool Area Rug</h1>
</div>
<div class=""g_mb10"">The Safavieh Cambridge Collection is the perfect blend of class and elegance. These rugs bring traditional sophistication to your home. These rugs feature 100% Premium Wool, hand tufted into elegant designs, perfect for your traditional décor. The varying pile heights will add a spark of interest to these rugs. Each rug has a dense, soft pile, and excellent quality, to ensure that you will enjoy the look and feel of your rug for years to come.</div>
<ul class=""g_mb20"">
<li>The handmade, hand-tufted construction adds durability to this rug, ensuring it will be a favorite for many years</li>
<li>Each rug is handmade with pure, premium wool and has a cotton backing for added durability</li>
<li>This elegant rug will give your home a sophisticated style</li>
</ul>",publish,http://7einfotech.com/jpsrugs/product/safavieh-cambridge-collection-cam312w,CAM312W-2x3,298.99,visible,no,instock,298.99,,,,,in,yes,10,yes,https://cdn.shopify.com/s/files/1/1029/5135/products/3650667_src_1.jpg,no,,[],"a:43:{s:18:""attribute_pa_color"";a:1:{i:0;s:0:"""";}s:26:""default_attribute_pa_color"";a:1:{i:0;s:0:"""";}s:17:""attribute_pa_size"";a:1:{i:0;s:0:"""";}s:22:""_variation_description"";a:1:{i:0;s:0:"""";}s:4:""_sku"";a:1:{i:0;s:16:""moon12017004gre1"";}s:11:""_sale_price"";a:1:{i:0;s:0:"""";}s:11:""_visibility"";a:1:{i:0;s:7:""visible"";}s:13:""_stock_status"";a:1:{i:0;s:7:""instock"";}s:14:""_regular_price"";a:1:{i:0;s:0:"""";}s:8:""_virtual"";a:1:{i:0;s:2:""no"";}s:14:""_purchase_note"";a:1:{i:0;s:0:"""";}s:7:""_weight"";a:1:{i:0;s:0:"""";}s:7:""_length"";a:1:{i:0;s:0:"""";}s:6:""_width"";a:1:{i:0;s:0:"""";}s:7:""_height"";a:1:{i:0;s:0:"""";}s:18:""_sold_individually"";a:1:{i:0;s:2:""no"";}s:13:""_manage_stock"";a:1:{i:0;s:3:""yes"";}s:6:""_stock"";a:1:{i:0;s:2:""10"";}s:11:""_backorders"";a:1:{i:0;s:2:""no"";}s:9:""_featured"";a:1:{i:0;s:2:""no"";}s:11:""_tax_status"";a:1:{i:0;s:7:""taxable"";}s:10:""_tax_class"";a:1:{i:0;s:0:"""";}s:13:""_thumbnail_id"";a:1:{i:0;s:4:""2740"";}s:22:""_product_image_gallery"";a:1:{i:0;s:19:""2741,2742,2743,2744"";}s:16:""_wc_rating_count"";a:1:{i:0;s:6:""a:0:{}"";}s:18:""_wc_average_rating"";a:1:{i:0;s:1:""0"";}s:10:""_edit_lock"";a:1:{i:0;s:12:""1490125958:1"";}s:19:""_product_attributes"";a:1:{i:0;s:162:""a:1:{s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}"";}s:13:""_downloadable"";a:1:{i:0;s:2:""no"";}s:20:""_min_variation_price"";a:1:{i:0;s:3:""220"";}s:20:""_max_variation_price"";a:1:{i:0;s:3:""550"";}s:23:""_min_price_variation_id"";a:1:{i:0;s:4:""2745"";}s:23:""_max_price_variation_id"";a:1:{i:0;s:4:""2751"";}s:28:""_min_variation_regular_price"";a:1:{i:0;s:3:""220"";}s:28:""_max_variation_regular_price"";a:1:{i:0;s:3:""550"";}s:31:""_min_regular_price_variation_id"";a:1:{i:0;s:4:""2745"";}s:31:""_max_regular_price_variation_id"";a:1:{i:0;s:4:""2751"";}s:25:""_min_variation_sale_price"";a:1:{i:0;N;}s:25:""_max_variation_sale_price"";a:1:{i:0;N;}s:28:""_min_sale_price_variation_id"";a:1:{i:0;N;}s:28:""_max_sale_price_variation_id"";a:1:{i:0;N;}s:6:""_price"";a:2:{i:0;s:3:""220"";i:1;s:3:""550"";}s:19:""_default_attributes"";a:1:{i:0;s:6:""a:0:{}"";}}",,61x91,3001,,open
3013,Safavieh Cambridge Collection CAM312W,"<div class=""g_mb10"">
<h1 class=""prodname"" title="""">Handmade Coral and Ivory Moroccan Wool Area Rug</h1>
</div>
<div class=""g_mb10"">The Safavieh Cambridge Collection is the perfect blend of class and elegance. These rugs bring traditional sophistication to your home. These rugs feature 100% Premium Wool, hand tufted into elegant designs, perfect for your traditional décor. The varying pile heights will add a spark of interest to these rugs. Each rug has a dense, soft pile, and excellent quality, to ensure that you will enjoy the look and feel of your rug for years to come.</div>
<ul class=""g_mb20"">
<li>The handmade, hand-tufted construction adds durability to this rug, ensuring it will be a favorite for many years</li>
<li>Each rug is handmade with pure, premium wool and has a cotton backing for added durability</li>
<li>This elegant rug will give your home a sophisticated style</li>
</ul>",variation,"[{""name"":""Safavieh Collection"",""slug"":""safavieh collection""}]",676.99,"<div class=""g_mb10"">
<h1 class=""prodname"" title="""">Handmade Coral and Ivory Moroccan Wool Area Rug</h1>
</div>
<div class=""g_mb10"">The Safavieh Cambridge Collection is the perfect blend of class and elegance. These rugs bring traditional sophistication to your home. These rugs feature 100% Premium Wool, hand tufted into elegant designs, perfect for your traditional décor. The varying pile heights will add a spark of interest to these rugs. Each rug has a dense, soft pile, and excellent quality, to ensure that you will enjoy the look and feel of your rug for years to come.</div>
<ul class=""g_mb20"">
<li>The handmade, hand-tufted construction adds durability to this rug, ensuring it will be a favorite for many years</li>
<li>Each rug is handmade with pure, premium wool and has a cotton backing for added durability</li>
<li>This elegant rug will give your home a sophisticated style</li>
</ul>",publish,http://7einfotech.com/jpsrugs/product/safavieh-cambridge-collection-cam312w,CAM312W-Round,676.99,visible,no,instock,676.99,,,,,in,yes,10,yes,https://cdn.shopify.com/s/files/1/1029/5135/products/3650667_src_2.jpg,no,,[],"a:43:{s:18:""attribute_pa_color"";a:1:{i:0;s:0:"""";}s:26:""default_attribute_pa_color"";a:1:{i:0;s:0:"""";}s:17:""attribute_pa_size"";a:1:{i:0;s:0:"""";}s:22:""_variation_description"";a:1:{i:0;s:0:"""";}s:4:""_sku"";a:1:{i:0;s:16:""moon12017004gre1"";}s:11:""_sale_price"";a:1:{i:0;s:0:"""";}s:11:""_visibility"";a:1:{i:0;s:7:""visible"";}s:13:""_stock_status"";a:1:{i:0;s:7:""instock"";}s:14:""_regular_price"";a:1:{i:0;s:0:"""";}s:8:""_virtual"";a:1:{i:0;s:2:""no"";}s:14:""_purchase_note"";a:1:{i:0;s:0:"""";}s:7:""_weight"";a:1:{i:0;s:0:"""";}s:7:""_length"";a:1:{i:0;s:0:"""";}s:6:""_width"";a:1:{i:0;s:0:"""";}s:7:""_height"";a:1:{i:0;s:0:"""";}s:18:""_sold_individually"";a:1:{i:0;s:2:""no"";}s:13:""_manage_stock"";a:1:{i:0;s:3:""yes"";}s:6:""_stock"";a:1:{i:0;s:2:""10"";}s:11:""_backorders"";a:1:{i:0;s:2:""no"";}s:9:""_featured"";a:1:{i:0;s:2:""no"";}s:11:""_tax_status"";a:1:{i:0;s:7:""taxable"";}s:10:""_tax_class"";a:1:{i:0;s:0:"""";}s:13:""_thumbnail_id"";a:1:{i:0;s:4:""2740"";}s:22:""_product_image_gallery"";a:1:{i:0;s:19:""2741,2742,2743,2744"";}s:16:""_wc_rating_count"";a:1:{i:0;s:6:""a:0:{}"";}s:18:""_wc_average_rating"";a:1:{i:0;s:1:""0"";}s:10:""_edit_lock"";a:1:{i:0;s:12:""1490125958:1"";}s:19:""_product_attributes"";a:1:{i:0;s:162:""a:1:{s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}}"";}s:13:""_downloadable"";a:1:{i:0;s:2:""no"";}s:20:""_min_variation_price"";a:1:{i:0;s:3:""220"";}s:20:""_max_variation_price"";a:1:{i:0;s:3:""550"";}s:23:""_min_price_variation_id"";a:1:{i:0;s:4:""2745"";}s:23:""_max_price_variation_id"";a:1:{i:0;s:4:""2751"";}s:28:""_min_variation_regular_price"";a:1:{i:0;s:3:""220"";}s:28:""_max_variation_regular_price"";a:1:{i:0;s:3:""550"";}s:31:""_min_regular_price_variation_id"";a:1:{i:0;s:4:""2745"";}s:31:""_max_regular_price_variation_id"";a:1:{i:0;s:4:""2751"";}s:25:""_min_variation_sale_price"";a:1:{i:0;N;}s:25:""_max_variation_sale_price"";a:1:{i:0;N;}s:28:""_min_sale_price_variation_id"";a:1:{i:0;N;}s:28:""_max_sale_price_variation_id"";a:1:{i:0;N;}s:6:""_price"";a:2:{i:0;s:3:""220"";i:1;s:3:""550"";}s:19:""_default_attributes"";a:1:{i:0;s:6:""a:0:{}"";}}",,Round-183cm,3001,,open
